"","x"
"46692","2022 Akil Baddoo"
"46693","2022 Alan Trejo"
"46694","2022 Albert Almora Jr."
"46695","2022 Albert Pujols"
"46696","2022 Alcides Escobar"
"46697","2022 Alec Bohm"
"46698","2022 Alec Burleson"
"46699","2022 Aledmys Diaz"
"46700","2022 Alejandro Kirk"
"46701","2022 Alejo Lopez"
"46702","2022 Alek Thomas"
"46703","2022 Alex Bregman"
"46704","2022 Alex Call"
"46705","2022 Alex Dickerson"
"46706","2022 Alex Jackson"
"46707","2022 Alex Kirilloff"
"46708","2022 Alex Verdugo"
"46709","2022 Alfonso Rivas III"
"46710","2022 Amed Rosario"
"46711","2022 Andrelton Simmons"
"46712","2022 Andres Gimenez"
"46713","2022 Andrew Benintendi"
"46714","2022 Andrew Knapp"
"46715","2022 Andrew Knizner"
"46716","2022 Andrew McCutchen"
"46717","2022 Andrew Vaughn"
"46718","2022 Andrew Velazquez"
"46719","2022 Andy Ibanez"
"46720","2022 Anthony Alford"
"46721","2022 Anthony Bemboom"
"46722","2022 Anthony Rendon"
"46723","2022 Anthony Rizzo"
"46724","2022 Anthony Santander"
"46725","2022 Aramis Garcia"
"46726","2022 Aristides Aquino"
"46727","2022 Austin Allen"
"46728","2022 Austin Barnes"
"46729","2022 Austin Dean"
"46730","2022 Austin Hays"
"46731","2022 Austin Hedges"
"46732","2022 Austin Meadows"
"46733","2022 Austin Nola"
"46734","2022 Austin Riley"
"46735","2022 Austin Romine"
"46736","2022 Austin Slater"
"46737","2022 Austin Wynns"
"46738","2022 Avisail Garcia"
"46739","2022 Ben DeLuzio"
"46740","2022 Ben Gamel"
"46741","2022 Billy Hamilton"
"46742","2022 Billy McKinney"
"46743","2022 Bligh Madris"
"46744","2022 Bo Bichette"
"46745","2022 Bo Naylor"
"46746","2022 Bobby Bradley"
"46747","2022 Bobby Dalbec"
"46748","2022 Bobby Witt Jr."
"46749","2022 Brad Miller"
"46750","2022 Bradley Zimmer"
"46751","2022 Brandon Belt"
"46752","2022 Brandon Crawford"
"46753","2022 Brandon Dixon"
"46754","2022 Brandon Drury"
"46755","2022 Brandon Lowe"
"46756","2022 Brandon Marsh"
"46757","2022 Brandon Nimmo"
"46758","2022 Brendan Donovan"
"46759","2022 Brendan Rodgers"
"46760","2022 Brendon Davis"
"46761","2022 Brent Rooker"
"46762","2022 Brett Baty"
"46763","2022 Brett Phillips"
"46764","2022 Brewer Hicklen"
"46765","2022 Brian Anderson"
"46766","2022 Brian O'Keefe"
"46767","2022 Brian Serven"
"46768","2022 Bryan De La Cruz"
"46769","2022 Bryan Lavastida"
"46770","2022 Bryan Reynolds"
"46771","2022 Bryce Harper"
"46772","2022 Bryce Johnson"
"46773","2022 Bryson Stott"
"46774","2022 Bubba Thompson"
"46775","2022 Buddy Kennedy"
"46776","2022 Byron Buxton"
"46777","2022 C.J. Cron"
"46778","2022 Cal Mitchell"
"46779","2022 Cal Raleigh"
"46780","2022 Cal Stevenson"
"46781","2022 Caleb Hamilton"
"46782","2022 Cam Gallagher"
"46783","2022 Canaan Smith-Njigba"
"46784","2022 Carlos Correa"
"46785","2022 Carlos Perez"
"46786","2022 Carlos Santana"
"46787","2022 Carson Kelly"
"46788","2022 Cavan Biggio"
"46789","2022 Cedric Mullins"
"46790","2022 Cesar Hernandez"
"46791","2022 Chad Pinder"
"46792","2022 Chad Wallach"
"46793","2022 Chadwick Tromp"
"46794","2022 Charles Leblanc"
"46795","2022 Charlie Blackmon"
"46796","2022 Charlie Culberson"
"46797","2022 Chas McCormick"
"46798","2022 Chris Okey"
"46799","2022 Chris Owings"
"46800","2022 Chris Taylor"
"46801","2022 Christian Arroyo"
"46802","2022 Christian Bethancourt"
"46803","2022 Christian Lopes"
"46804","2022 Christian Vazquez"
"46805","2022 Christian Walker"
"46806","2022 Christian Yelich"
"46807","2022 Christopher Morel"
"46808","2022 Chuckie Robinson"
"46809","2022 CJ Abrams"
"46810","2022 Clint Frazier"
"46811","2022 Cody Bellinger"
"46812","2022 Cody Thomas"
"46813","2022 Cole Tucker"
"46814","2022 Colin Moran"
"46815","2022 Conner Capel"
"46816","2022 Connor Joe"
"46817","2022 Connor Wong"
"46818","2022 Cooper Hummel"
"46819","2022 Corbin Carroll"
"46820","2022 Corey Dickerson"
"46821","2022 Corey Seager"
"46822","2022 Cory Spangenberg"
"46823","2022 Cristian Pache"
"46824","2022 Curt Casali"
"46825","2022 Dairon Blanco"
"46826","2022 Dalton Guthrie"
"46827","2022 Daniel Vogelbach"
"46828","2022 Danny Jansen"
"46829","2022 Danny Mendick"
"46830","2022 Dansby Swanson"
"46831","2022 Darick Hall"
"46832","2022 Darin Ruf"
"46833","2022 Daulton Varsho"
"46834","2022 David Bote"
"46835","2022 David Fletcher"
"46836","2022 David Hensley"
"46837","2022 David MacKinnon"
"46838","2022 David Peralta"
"46839","2022 David Villar"
"46840","2022 Daz Cameron"
"46841","2022 Dee Strange-Gordon"
"46842","2022 Derek Hill"
"46843","2022 Dermis Garcia"
"46844","2022 Deven Marrero"
"46845","2022 Didi Gregorius"
"46846","2022 Diego A. Castillo"
"46847","2022 Dillon Thomas"
"46848","2022 Dixon Machado"
"46849","2022 DJ LeMahieu"
"46850","2022 Dom Nunez"
"46851","2022 Dominic Smith"
"46852","2022 Donny Sands"
"46853","2022 Donovan Solano"
"46854","2022 Donovan Walton"
"46855","2022 Drew Ellis"
"46856","2022 Drew Jackson"
"46857","2022 Drew Waters"
"46858","2022 Dustin Garneau"
"46859","2022 Dylan Carlson"
"46860","2022 Dylan Moore"
"46861","2022 Eddie Rosario"
"46862","2022 Eddy Alvarez"
"46863","2022 Edmundo Sosa"
"46864","2022 Eduardo Escobar"
"46865","2022 Edward Olivares"
"46866","2022 Edwin Rios"
"46867","2022 Eguy Rosario"
"46868","2022 Ehire Adrianza"
"46869","2022 Elehuris Montero"
"46870","2022 Eli White"
"46871","2022 Elias Diaz"
"46872","2022 Elier Hernandez"
"46873","2022 Eloy Jimenez"
"46874","2022 Elvis Andrus"
"46875","2022 Emmanuel Rivera"
"46876","2022 Ender Inciarte"
"46877","2022 Enrique Hernandez"
"46878","2022 Eric Haase"
"46879","2022 Eric Hosmer"
"46880","2022 Erik Gonzalez"
"46881","2022 Ernie Clement"
"46882","2022 Esteban Quiroz"
"46883","2022 Esteury Ruiz"
"46884","2022 Estevan Florial"
"46885","2022 Eugenio Suarez"
"46886","2022 Evan Longoria"
"46887","2022 Ezequiel Duran"
"46888","2022 Ezequiel Tovar"
"46889","2022 Ford Proctor"
"46890","2022 Franchy Cordero"
"46891","2022 Francisco Alvarez"
"46892","2022 Francisco Lindor"
"46893","2022 Francisco Mejia"
"46894","2022 Frank Schwindel"
"46895","2022 Franmil Reyes"
"46896","2022 Freddie Freeman"
"46897","2022 Freddy Fermin"
"46898","2022 Gabriel Arias"
"46899","2022 Gabriel Moreno"
"46900","2022 Garrett Cooper"
"46901","2022 Garrett Hampson"
"46902","2022 Garrett Mitchell"
"46903","2022 Garrett Stubbs"
"46904","2022 Gary Sanchez"
"46905","2022 Gavin Lux"
"46906","2022 Gavin Sheets"
"46907","2022 George Springer"
"46908","2022 Geraldo Perdomo"
"46909","2022 Giancarlo Stanton"
"46910","2022 Gilberto Celestino"
"46911","2022 Gio Urshela"
"46912","2022 Gleyber Torres"
"46913","2022 Gosuke Katoh"
"46914","2022 Grayson Greiner"
"46915","2022 Greg Allen"
"46916","2022 Guillermo Heredia"
"46917","2022 Gunnar Henderson"
"46918","2022 Ha-Seong Kim"
"46919","2022 Hanser Alberto"
"46920","2022 Harold Castro"
"46921","2022 Harold Ramirez"
"46922","2022 Harrison Bader"
"46923","2022 Heliot Ramos"
"46924","2022 Hoy Park"
"46925","2022 Hunter Dozier"
"46926","2022 Hunter Renfroe"
"46927","2022 Ian Happ"
"46928","2022 Ildemaro Vargas"
"46929","2022 Isaac Paredes"
"46930","2022 Isiah Kiner-Falefa"
"46931","2022 Israel Pineda"
"46932","2022 Ivan Herrera"
"46933","2022 J.D. Davis"
"46934","2022 J.D. Martinez"
"46935","2022 J.J. Matijevic"
"46936","2022 J.P. Crawford"
"46937","2022 J.T. Realmuto"
"46938","2022 Jace Peterson"
"46939","2022 Jack Larsen"
"46940","2022 Jack Mayfield"
"46941","2022 Jack Suwinski"
"46942","2022 Jackie Bradley Jr."
"46943","2022 Jacob Stallings"
"46944","2022 Jake Burger"
"46945","2022 Jake Cave"
"46946","2022 Jake Cronenworth"
"46947","2022 Jake Fraley"
"46948","2022 Jake Hager"
"46949","2022 Jake Lamb"
"46950","2022 Jake Marisnick"
"46951","2022 Jake McCarthy"
"46952","2022 Jake Meyers"
"46953","2022 James McCann"
"46954","2022 James Outman"
"46955","2022 Jared Walsh"
"46956","2022 Jared Young"
"46957","2022 Jarred Kelenic"
"46958","2022 Jarren Duran"
"46959","2022 Jason Castro"
"46960","2022 Jason Delay"
"46961","2022 Jason Heyward"
"46962","2022 Jason Krizan"
"46963","2022 Jason Vosler"
"46964","2022 Javier Baez"
"46965","2022 Jaylin Davis"
"46966","2022 Jazz Chisholm Jr."
"46967","2022 Jean Segura"
"46968","2022 Jed Lowrie"
"46969","2022 Jeff McNeil"
"46970","2022 Jeimer Candelario"
"46971","2022 Jerar Encarnacion"
"46972","2022 Jeremy Pena"
"46973","2022 Jermaine Palacios"
"46974","2022 Jesse Winker"
"46975","2022 Jesus Aguilar"
"46976","2022 Jesus Sanchez"
"46977","2022 Jeter Downs"
"46978","2022 Ji Hwan Bae"
"46979","2022 Ji Man Choi"
"46980","2022 JJ Bleday"
"46981","2022 Jo Adell"
"46982","2022 Joc Pederson"
"46983","2022 Joe Dunand"
"46984","2022 Joe Perez"
"46985","2022 Joey Bart"
"46986","2022 Joey Gallo"
"46987","2022 Joey Meneses"
"46988","2022 Joey Votto"
"46989","2022 Joey Wendle"
"46990","2022 Johan Camargo"
"46991","2022 Jon Berti"
"46992","2022 Jonah Bride"
"46993","2022 Jonah Heim"
"46994","2022 Jonathan Aranda"
"46995","2022 Jonathan Arauz"
"46996","2022 Jonathan Davis"
"46997","2022 Jonathan India"
"46998","2022 Jonathan Schoop"
"46999","2022 Jonathan Villar"
"47000","2022 Jordan Diaz"
"47001","2022 Jordan Groshans"
"47002","2022 Jordan Luplow"
"47003","2022 Jorge Alfaro"
"47004","2022 Jorge Mateo"
"47005","2022 Jorge Polanco"
"47006","2022 Jorge Soler"
"47007","2022 Jose Abreu"
"47008","2022 Jose Altuve"
"47009","2022 Jose Azocar"
"47010","2022 Jose Barrero"
"47011","2022 Jose Godoy"
"47012","2022 Jose Herrera"
"47013","2022 Jose Iglesias"
"47014","2022 Jose Miranda"
"47015","2022 Jose Ramirez"
"47016","2022 Jose Rojas"
"47017","2022 Jose Siri"
"47018","2022 Jose Trevino"
"47019","2022 Josh Bell"
"47020","2022 Josh Donaldson"
"47021","2022 Josh Harrison"
"47022","2022 Josh Jung"
"47023","2022 Josh Lester"
"47024","2022 Josh Lowe"
"47025","2022 Josh Naylor"
"47026","2022 Josh Rojas"
"47027","2022 Josh Smith"
"47028","2022 Josh VanMeter"
"47029","2022 Joshua Palacios"
"47030","2022 JT Riddle"
"47031","2022 Juan Lagares"
"47032","2022 Juan Soto"
"47033","2022 Juan Yepez"
"47034","2022 Julio Rodriguez"
"47035","2022 Jurickson Profar"
"47036","2022 Justin Turner"
"47037","2022 Justin Upton"
"47038","2022 Ka'ai Tom"
"47039","2022 Ke'Bryan Hayes"
"47040","2022 Keibert Ruiz"
"47041","2022 Kelvin Gutierrez"
"47042","2022 Kerry Carpenter"
"47043","2022 Keston Hiura"
"47044","2022 Ketel Marte"
"47045","2022 Kevin Kiermaier"
"47046","2022 Kevin Newman"
"47047","2022 Kevin Padlo"
"47048","2022 Kevin Pillar"
"47049","2022 Kevin Plawecki"
"47050","2022 Kevin Smith"
"47051","2022 Khalil Lee"
"47052","2022 Kody Clemens"
"47053","2022 Kole Calhoun"
"47054","2022 Kolten Wong"
"47055","2022 Korey Lee"
"47056","2022 Kramer Robertson"
"47057","2022 Kris Bryant"
"47058","2022 Kurt Suzuki"
"47059","2022 Kyle Farmer"
"47060","2022 Kyle Garlick"
"47061","2022 Kyle Higashioka"
"47062","2022 Kyle Isbel"
"47063","2022 Kyle Lewis"
"47064","2022 Kyle Schwarber"
"47065","2022 Kyle Stowers"
"47066","2022 Kyle Tucker"
"47067","2022 LaMonte Wade Jr."
"47068","2022 Lane Thomas"
"47069","2022 Lars Nootbaar"
"47070","2022 Lenyn Sosa"
"47071","2022 Leody Taveras"
"47072","2022 Leury Garcia"
"47073","2022 Lewin Diaz"
"47074","2022 Lewis Brinson"
"47075","2022 Liover Peguero"
"47076","2022 Livan Soto"
"47077","2022 Logan O'Hoppe"
"47078","2022 Lorenzo Cain"
"47079","2022 Lourdes Gurriel Jr."
"47080","2022 Lucius Fox"
"47081","2022 Luis Arraez"
"47082","2022 Luis Barrera"
"47083","2022 Luis Campusano"
"47084","2022 Luis Garcia Jr."
"47085","2022 Luis Gonzalez"
"47086","2022 Luis Guillorme"
"47087","2022 Luis Liberato"
"47088","2022 Luis Rengifo"
"47089","2022 Luis Robert Jr."
"47090","2022 Luis Torrens"
"47091","2022 Luis Urias"
"47092","2022 Luke Maile"
"47093","2022 Luke Raley"
"47094","2022 Luke Voit"
"47095","2022 Luke Williams"
"47096","2022 Magneuris Sierra"
"47097","2022 Maikel Franco"
"47098","2022 Maikel Garcia"
"47099","2022 Manny Machado"
"47100","2022 Manny Pina"
"47101","2022 Manuel Margot"
"47102","2022 Marcell Ozuna"
"47103","2022 Marcus Semien"
"47104","2022 Marcus Wilson"
"47105","2022 Mario Feliciano"
"47106","2022 Mark Canha"
"47107","2022 Mark Contreras"
"47108","2022 Mark Kolozsvary"
"47109","2022 Mark Mathias"
"47110","2022 Mark Payton"
"47111","2022 Mark Vientos"
"47112","2022 Martin Maldonado"
"47113","2022 Marwin Gonzalez"
"47114","2022 Matt Beaty"
"47115","2022 Matt Carpenter"
"47116","2022 Matt Chapman"
"47117","2022 Matt Davidson"
"47118","2022 Matt Duffy"
"47119","2022 Matt Olson"
"47120","2022 Matt Reynolds"
"47121","2022 Matt Thaiss"
"47122","2022 Matt Vierling"
"47123","2022 Matt Wallner"
"47124","2022 Matthew Batten"
"47125","2022 Mauricio Dubon"
"47126","2022 Max Kepler"
"47127","2022 Max Muncy"
"47128","2022 Max Schrock"
"47129","2022 Max Stassi"
"47130","2022 Meibrys Viloria"
"47131","2022 Michael A. Taylor"
"47132","2022 Michael Brantley"
"47133","2022 Michael Chavis"
"47134","2022 Michael Harris II"
"47135","2022 Michael Hermosillo"
"47136","2022 Michael Massey"
"47137","2022 Michael Papierski"
"47138","2022 Michael Perez"
"47139","2022 Michael Siani"
"47140","2022 Michael Stefanic"
"47141","2022 Michael Toglia"
"47142","2022 Mickey McDonald"
"47143","2022 Mickey Moniak"
"47144","2022 Miguel Andujar"
"47145","2022 Miguel Cabrera"
"47146","2022 Miguel Rojas"
"47147","2022 Miguel Sano"
"47148","2022 Miguel Vargas"
"47149","2022 Mike Brosseau"
"47150","2022 Mike Ford"
"47151","2022 Mike Moustakas"
"47152","2022 Mike Trout"
"47153","2022 Mike Yastrzemski"
"47154","2022 Mike Zunino"
"47155","2022 Miles Mastrobuoni"
"47156","2022 Mitch Garver"
"47157","2022 Mitch Haniger"
"47158","2022 MJ Melendez"
"47159","2022 Monte Harrison"
"47160","2022 Mookie Betts"
"47161","2022 Myles Straw"
"47162","2022 Narciso Crook"
"47163","2022 Nate Eaton"
"47164","2022 Nate Mondou"
"47165","2022 Nathaniel Lowe"
"47166","2022 Nelson Cruz"
"47167","2022 Nelson Velazquez"
"47168","2022 Nick Ahmed"
"47169","2022 Nick Allen"
"47170","2022 Nick Castellanos"
"47171","2022 Nick Fortes"
"47172","2022 Nick Gordon"
"47173","2022 Nick Madrigal"
"47174","2022 Nick Maton"
"47175","2022 Nick Plummer"
"47176","2022 Nick Pratto"
"47177","2022 Nick Senzel"
"47178","2022 Nick Solak"
"47179","2022 Nicky Lopez"
"47180","2022 Nico Hoerner"
"47181","2022 Niko Goodrum"
"47182","2022 Nolan Arenado"
"47183","2022 Nolan Gorman"
"47184","2022 Nolan Jones"
"47185","2022 Nomar Mazara"
"47186","2022 Odubel Herrera"
"47187","2022 Omar Narvaez"
"47188","2022 Oneil Cruz"
"47189","2022 Orlando Arcia"
"47190","2022 Oscar Gonzalez"
"47191","2022 Oscar Mercado"
"47192","2022 Oswald Peraza"
"47193","2022 Oswaldo Cabrera"
"47194","2022 Otto Lopez"
"47195","2022 Owen Miller"
"47196","2022 Ozzie Albies"
"47197","2022 P.J. Higgins"
"47198","2022 Pablo Reyes"
"47199","2022 Patrick Mazeika"
"47200","2022 Patrick Wisdom"
"47201","2022 Paul DeJong"
"47202","2022 Paul Goldschmidt"
"47203","2022 Pavin Smith"
"47204","2022 Payton Henry"
"47205","2022 Pedro Severino"
"47206","2022 Pete Alonso"
"47207","2022 Peyton Burdick"
"47208","2022 Phil Gosselin"
"47209","2022 Rafael Devers"
"47210","2022 Rafael Ortega"
"47211","2022 Raimel Tapia"
"47212","2022 Ramon Laureano"
"47213","2022 Ramon Urias"
"47214","2022 Randal Grichuk"
"47215","2022 Randy Arozarena"
"47216","2022 Reese McGuire"
"47217","2022 Rene Pinto"
"47218","2022 Rhys Hoskins"
"47219","2022 Richie Martin"
"47220","2022 Richie Palacios"
"47221","2022 Riley Adams"
"47222","2022 Riley Greene"
"47223","2022 Rob Brantly"
"47224","2022 Rob Refsnyder"
"47225","2022 Robbie Grossman"
"47226","2022 Roberto Perez"
"47227","2022 Robinson Cano"
"47228","2022 Robinson Chirinos"
"47229","2022 Rodolfo Castro"
"47230","2022 Roman Quinn"
"47231","2022 Romy Gonzalez"
"47232","2022 Ronald Acuna Jr."
"47233","2022 Ronald Guzman"
"47234","2022 Ronnie Dawson"
"47235","2022 Rougned Odor"
"47236","2022 Rowdy Tellez"
"47237","2022 Royce Lewis"
"47238","2022 Ryan Aguilar"
"47239","2022 Ryan Jeffers"
"47240","2022 Ryan Kreidler"
"47241","2022 Ryan McKenna"
"47242","2022 Ryan McMahon"
"47243","2022 Ryan Mountcastle"
"47244","2022 Ryan O'Hearn"
"47245","2022 Rylan Bannon"
"47246","2022 Salvador Perez"
"47247","2022 Sam Haggerty"
"47248","2022 Sam Hilliard"
"47249","2022 Sam Huff"
"47250","2022 Sandy Leon"
"47251","2022 Santiago Espinal"
"47252","2022 Scott Kingery"
"47253","2022 Sean Bouchard"
"47254","2022 Sean Murphy"
"47255","2022 Sebastian  Rivero"
"47256","2022 Seby Zavala"
"47257","2022 Seiya Suzuki"
"47258","2022 Sergio Alcantara"
"47259","2022 Seth Beer"
"47260","2022 Seth Brown"
"47261","2022 Shea Langeliers"
"47262","2022 Sheldon Neuse"
"47263","2022 Shohei Ohtani"
"47264","2022 Simon Muzziotti"
"47265","2022 Skye Bolt"
"47266","2022 Spencer Steer"
"47267","2022 Spencer Torkelson"
"47268","2022 Starling Marte"
"47269","2022 Steele Walker"
"47270","2022 Stephen Piscotty"
"47271","2022 Stephen Vogt"
"47272","2022 Steven Duggar"
"47273","2022 Steven Kwan"
"47274","2022 Steven Souza Jr."
"47275","2022 Stone Garrett"
"47276","2022 Stuart Fairchild"
"47277","2022 Taylor Motter"
"47278","2022 Taylor Trammell"
"47279","2022 Taylor Walls"
"47280","2022 Taylor Ward"
"47281","2022 Teoscar Hernandez"
"47282","2022 Terrance Gore"
"47283","2022 Terrin Vavra"
"47284","2022 Thairo Estrada"
"47285","2022 Tim Anderson"
"47286","2022 Tim Beckham"
"47287","2022 Tim Locastro"
"47288","2022 TJ Friedl"
"47289","2022 Tom Murphy"
"47290","2022 Tomas Nido"
"47291","2022 Tommy Edman"
"47292","2022 Tommy La Stella"
"47293","2022 Tommy Pham"
"47294","2022 Tony Kemp"
"47295","2022 Tony Wolters"
"47296","2022 Travis Blankenhorn"
"47297","2022 Travis d'Arnaud"
"47298","2022 Travis Demeritte"
"47299","2022 Travis Jankowski"
"47300","2022 Travis Shaw"
"47301","2022 Travis Swaggerty"
"47302","2022 Trayce Thompson"
"47303","2022 Trea Turner"
"47304","2022 Trent Grisham"
"47305","2022 Tres Barrera"
"47306","2022 Trevor Larnach"
"47307","2022 Trevor Story"
"47308","2022 Trey Mancini"
"47309","2022 Triston Casas"
"47310","2022 Tucker Barnhart"
"47311","2022 Tucupita Marcano"
"47312","2022 Ty France"
"47313","2022 Tyler Freeman"
"47314","2022 Tyler Heineman"
"47315","2022 Tyler Naquin"
"47316","2022 Tyler Nevin"
"47317","2022 Tyler O'Neill"
"47318","2022 Tyler Stephenson"
"47319","2022 Tyler Wade"
"47320","2022 Tyrone Taylor"
"47321","2022 Vaughn Grissom"
"47322","2022 Victor Caratini"
"47323","2022 Victor Reyes"
"47324","2022 Victor Robles"
"47325","2022 Vidal Brujan"
"47326","2022 Vimael Machin"
"47327","2022 Vinnie Pasquantino"
"47328","2022 Vinny Capra"
"47329","2022 Vladimir Guerrero Jr."
"47330","2022 Wander Franco"
"47331","2022 Whit Merrifield"
"47332","2022 Wil Myers"
"47333","2022 Will Benson"
"47334","2022 Will Brennan"
"47335","2022 Will Smith"
"47336","2022 Willi Castro"
"47337","2022 William Contreras"
"47338","2022 Willians Astudillo"
"47339","2022 Willie Calhoun"
"47340","2022 Willson Contreras"
"47341","2022 Willy Adames"
"47342","2022 Wilmer Difo"
"47343","2022 Wilmer Flores"
"47344","2022 Wynton Bernard"
"47345","2022 Xander Bogaerts"
"47346","2022 Yadiel Hernandez"
"47347","2022 Yadier Molina"
"47348","2022 Yainer Diaz"
"47349","2022 Yairo Munoz"
"47350","2022 Yan Gomes"
"47351","2022 Yandy Diaz"
"47352","2022 Yasmani Grandal"
"47353","2022 Yermin Mercedes"
"47354","2022 Yoan Moncada"
"47355","2022 Yolmer Sanchez"
"47356","2022 Yonathan Daza"
"47357","2022 Yonny Hernandez"
"47358","2022 Yordan Alvarez"
"47359","2022 Yoshi Tsutsugo"
"47360","2022 Yu Chang"
"47361","2022 Yuli Gurriel"
"47362","2022 Yusniel Diaz"
"47363","2022 Zach McKinstry"
"47364","2022 Zach Reks"
"47365","2022 Zack Collins"
"47366","2022 Zack Short"
"47367","2023 Aaron Hicks"
"47368","2023 Aaron Judge"
"47369","2023 Abraham Almonte"
"47370","2023 Abraham Toro"
"47371","2023 Adam Duvall"
"47372","2023 Adam Engel"
"47373","2023 Adam Frazier"
"47374","2023 Adam Haseley"
"47375","2023 Adley Rutschman"
"47376","2023 Adolis Garcia"
"47377","2023 AJ Pollock"
"47378","2023 Akil Baddoo"
"47379","2023 Alan Trejo"
"47380","2023 Alec Bohm"
"47381","2023 Alec Burleson"
"47382","2023 Aledmys Diaz"
"47383","2023 Alejandro Kirk"
"47384","2023 Alejo Lopez"
"47385","2023 Alek Thomas"
"47386","2023 Alex Bregman"
"47387","2023 Alex Call"
"47388","2023 Alex Kirilloff"
"47389","2023 Alex Verdugo"
"47390","2023 Alexander Canario"
"47391","2023 Alfonso Rivas III"
"47392","2023 Alika Williams"
"47393","2023 Amed Rosario"
"47394","2023 Andre Lipcius"
"47395","2023 Andres Gimenez"
"47396","2023 Andrew Benintendi"
"47397","2023 Andrew Knizner"
"47398","2023 Andrew McCutchen"
"47399","2023 Andrew Stevenson"
"47400","2023 Andrew Vaughn"
"47401","2023 Andrew Velazquez"
"47402","2023 Andruw Monasterio"
"47403","2023 Andy Ibanez"
"47404","2023 Anthony Bemboom"
"47405","2023 Anthony Rendon"
"47406","2023 Anthony Rizzo"
"47407","2023 Anthony Santander"
"47408","2023 Anthony Volpe"
"47409","2023 Austin Barnes"
"47410","2023 Austin Hays"
"47411","2023 Austin Hedges"
"47412","2023 Austin Meadows"
"47413","2023 Austin Nola"
"47414","2023 Austin Riley"
"47415","2023 Austin Slater"
"47416","2023 Austin Wells"
"47417","2023 Austin Wynns"
"47418","2023 Avisail Garcia"
"47419","2023 Ben Gamel"
"47420","2023 Ben Rortvedt"
"47421","2023 Billy Hamilton"
"47422","2023 Billy McKinney"
"47423","2023 Blake Perkins"
"47424","2023 Blake Rutherford"
"47425","2023 Blake Sabol"
"47426","2023 Bligh Madris"
"47427","2023 Bo Bichette"
"47428","2023 Bo Naylor"
"47429","2023 Bobby Dalbec"
"47430","2023 Bobby Witt Jr."
"47431","2023 Brad Miller"
"47432","2023 Braden Shewmake"
"47433","2023 Brandon Belt"
"47434","2023 Brandon Crawford"
"47435","2023 Brandon Dixon"
"47436","2023 Brandon Drury"
"47437","2023 Brandon Lowe"
"47438","2023 Brandon Marsh"
"47439","2023 Brandon Nimmo"
"47440","2023 Brayan Rocchio"
"47441","2023 Brendan Donovan"
"47442","2023 Brendan Rodgers"
"47443","2023 Brent Rooker"
"47444","2023 Brenton Doyle"
"47445","2023 Brett Baty"
"47446","2023 Brett Phillips"
"47447","2023 Brett Sullivan"
"47448","2023 Brett Wisely"
"47449","2023 Brian Anderson"
"47450","2023 Brian O'Keefe"
"47451","2023 Brian Serven"
"47452","2023 Brice Turang"
"47453","2023 Bryan De La Cruz"
"47454","2023 Bryan Reynolds"
"47455","2023 Bryce Harper"
"47456","2023 Bryce Johnson"
"47457","2023 Bryson Stott"
"47458","2023 Bubba Thompson"
"47459","2023 Buddy Kennedy"
"47460","2023 Byron Buxton"
"47461","2023 C.J. Cron"
"47462","2023 Cade Marlowe"
"47463","2023 Cal Mitchell"
"47464","2023 Cal Raleigh"
"47465","2023 Cal Stevenson"
"47466","2023 Caleb Hamilton"
"47467","2023 Cam Eden"
"47468","2023 Cam Gallagher"
"47469","2023 Canaan Smith-Njigba"
"47470","2023 Carlos Correa"
"47471","2023 Carlos Perez"
"47472","2023 Carlos Santana"
"47473","2023 Carson Kelly"
"47474","2023 Carter Kieboom"
"47475","2023 Casey Schmitt"
"47476","2023 Cavan Biggio"
"47477","2023 Ceddanne Rafaela"
"47478","2023 Cedric Mullins"
"47479","2023 Cesar Salazar"
"47480","2023 Chad Wallach"
"47481","2023 Chadwick Tromp"
"47482","2023 Chandler Seagle"
"47483","2023 Charlie Blackmon"
"47484","2023 Chas McCormick"
"47485","2023 Chris Okey"
"47486","2023 Chris Owings"
"47487","2023 Chris Taylor"
"47488","2023 Christian Arroyo"
"47489","2023 Christian Bethancourt"
"47490","2023 Christian Encarnacion-Strand"
"47491","2023 Christian Vazquez"
"47492","2023 Christian Walker"
"47493","2023 Christian Yelich"
"47494","2023 Christopher Morel"
"47495","2023 CJ Abrams"
"47496","2023 Clint Frazier"
"47497","2023 Coco Montes"
"47498","2023 Cody Bellinger"
"47499","2023 Cody Thomas"
"47500","2023 Cole Tucker"
"47501","2023 Colton Cowser"
"47502","2023 Conner Capel"
"47503","2023 Connor Joe"
"47504","2023 Connor Kaiser"
"47505","2023 Connor Wong"
"47506","2023 Cooper Hummel"
"47507","2023 Corbin Carroll"
"47508","2023 Corey Dickerson"
"47509","2023 Corey Julks"
"47510","2023 Corey Seager"
"47511","2023 Cristian Pache"
"47512","2023 Curt Casali"
"47513","2023 Curtis Mead"
"47514","2023 Dairon Blanco"
"47515","2023 Dalton Guthrie"
"47516","2023 Dane Myers"
"47517","2023 Daniel Vogelbach"
"47518","2023 Danny Jansen"
"47519","2023 Danny Mendick"
"47520","2023 Dansby Swanson"
"47521","2023 Darick Hall"
"47522","2023 Darin Ruf"
"47523","2023 Daulton Varsho"
"47524","2023 David Dahl"
"47525","2023 David Fletcher"
"47526","2023 David Fry"
"47527","2023 David Hamilton"
"47528","2023 David Hensley"
"47529","2023 David Peralta"
"47530","2023 David Villar"
"47531","2023 Davis Schneider"
"47532","2023 Derek Hill"
