"","x"
"12280","1958 Bobby Avila"
"12281","1958 Bobby Del Greco"
"12282","1958 Bobby Gene Smith"
"12283","1958 Bobby Henrich"
"12284","1958 Bobby Malkmus"
"12285","1958 Bobby Richardson"
"12286","1958 Bobby Shantz"
"12287","1958 Bobby Thomson"
"12288","1958 Bobby Young"
"12289","1958 Brooks Robinson"
"12290","1958 Bubba Phillips"
"12291","1958 Cal Neeman"
"12292","1958 Carl Furillo"
"12293","1958 Carl Sawatski"
"12294","1958 Carroll Hardy"
"12295","1958 Casey Wise"
"12296","1958 Charlie Lau"
"12297","1958 Charlie Lindstrom"
"12298","1958 Charlie Maxwell"
"12299","1958 Charlie Neal"
"12300","1958 Chick King"
"12301","1958 Chico Carrasquel"
"12302","1958 Chico Fernandez"
"12303","1958 Chuck Coles"
"12304","1958 Chuck Essegian"
"12305","1958 Chuck Oertel"
"12306","1958 Chuck Tanner"
"12307","1958 Clint Courtney"
"12308","1958 Coot Veal"
"12309","1958 Curt Flood"
"12310","1958 Dale Long"
"12311","1958 Danny Kravitz"
"12312","1958 Danny Morejon"
"12313","1958 Danny O'Connell"
"12314","1958 Darrell Johnson"
"12315","1958 Daryl Spencer"
"12316","1958 Dave Melton"
"12317","1958 Dave Philley"
"12318","1958 Dee Fondy"
"12319","1958 Del Crandall"
"12320","1958 Del Ennis"
"12321","1958 Del Rice"
"12322","1958 Dick Brown"
"12323","1958 Dick Gernert"
"12324","1958 Dick Gray"
"12325","1958 Dick Groat"
"12326","1958 Dick Schofield"
"12327","1958 Dick Stuart"
"12328","1958 Dick Williams"
"12329","1958 Don Blasingame"
"12330","1958 Don Buddin"
"12331","1958 Don Demeter"
"12332","1958 Don Hoak"
"12333","1958 Don Miles"
"12334","1958 Don Mueller"
"12335","1958 Don Taussig"
"12336","1958 Don Zimmer"
"12337","1958 Duke Snider"
"12338","1958 Dutch Dotterer"
"12339","1958 Earl Averill"
"12340","1958 Earl Battey"
"12341","1958 Earl Robinson"
"12342","1958 Earl Torgeson"
"12343","1958 Ed Bailey"
"12344","1958 Ed Bouchee"
"12345","1958 Ed Fitz Gerald"
"12346","1958 Eddie Bressoud"
"12347","1958 Eddie Haas"
"12348","1958 Eddie Kasko"
"12349","1958 Eddie Mathews"
"12350","1958 Eddie Miksis"
"12351","1958 Eddie Yost"
"12352","1958 El Tappe"
"12353","1958 Ellis Burton"
"12354","1958 Elmer Valo"
"12355","1958 Elston Howard"
"12356","1958 Enos Slaughter"
"12357","1958 Ernie Banks"
"12358","1958 Faye Throneberry"
"12359","1958 Felipe Alou"
"12360","1958 Felix Mantilla"
"12361","1958 Foster Castleman"
"12362","1958 Frank Bolling"
"12363","1958 Frank House"
"12364","1958 Frank Howard"
"12365","1958 Frank Malzone"
"12366","1958 Frank Robinson"
"12367","1958 Frank Thomas"
"12368","1958 Frank Torre"
"12369","1958 Frank Zupo"
"12370","1958 Fred Hatfield"
"12371","1958 Gail Harris"
"12372","1958 Gary Geiger"
"12373","1958 Gene Baker"
"12374","1958 Gene Freese"
"12375","1958 Gene Green"
"12376","1958 Gene Stephens"
"12377","1958 Gene Woodling"
"12378","1958 George Alusik"
"12379","1958 George Crowe"
"12380","1958 Gil Hodges"
"12381","1958 Gil McDougald"
"12382","1958 Gino Cimoli"
"12383","1958 Granny Hamner"
"12384","1958 Gus Bell"
"12385","1958 Gus Triandos"
"12386","1958 Gus Zernial"
"12387","1958 Hal Brown"
"12388","1958 Hal Jeffcoat"
"12389","1958 Hal Smith"
"12390","1958 Hank Aaron"
"12391","1958 Hank Bauer"
"12392","1958 Hank Foiles"
"12393","1958 Hank Sauer"
"12394","1958 Hardy Peterson"
"12395","1958 Harmon Killebrew"
"12396","1958 Harry Anderson"
"12397","1958 Harry Bright"
"12398","1958 Harry Chiti"
"12399","1958 Harry Hanebrink"
"12400","1958 Harry Simpson"
"12401","1958 Harvey Kuenn"
"12402","1958 Hawk Taylor"
"12403","1958 Hector Lopez"
"12404","1958 Herb Plews"
"12405","1958 Hobie Landrith"
"12406","1958 Irv Noren"
"12407","1958 Jack Harshman"
"12408","1958 Jackie Brandt"
"12409","1958 Jackie Jensen"
"12410","1958 Jay Porter"
"12411","1958 Jerry Adair"
"12412","1958 Jerry Kindall"
"12413","1958 Jerry Lumpe"
"12414","1958 Jerry Lynch"
"12415","1958 Jerry Snyder"
"12416","1958 Jim Bolger"
"12417","1958 Jim Busby"
"12418","1958 Jim Davenport"
"12419","1958 Jim Finigan"
"12420","1958 Jim Fridley"
"12421","1958 Jim Gentile"
"12422","1958 Jim Gilliam"
"12423","1958 Jim Hegan"
"12424","1958 Jim King"
"12425","1958 Jim Landis"
"12426","1958 Jim Lemon"
"12427","1958 Jim Marshall"
"12428","1958 Jim McAnany"
"12429","1958 Jim Piersall"
"12430","1958 Jim Rivera"
"12431","1958 Jim Small"
"12432","1958 Jimmie Coker"
"12433","1958 Joe Adcock"
"12434","1958 Joe Cunningham"
"12435","1958 Joe Demaestri"
"12436","1958 Joe Ginsberg"
"12437","1958 Joe Koppe"
"12438","1958 Joe Lonnett"
"12439","1958 Joe Pignatano"
"12440","1958 Joe Taylor"
"12441","1958 John DeMerit"
"12442","1958 John Powers"
"12443","1958 John Romano"
"12444","1958 John Roseboro"
"12445","1958 Johnny Callison"
"12446","1958 Johnny Goryl"
"12447","1958 Johnny Groth"
"12448","1958 Johnny Logan"
"12449","1958 Johnny O'Brien"
"12450","1958 Johnny Schaive"
"12451","1958 Johnny Temple"
"12452","1958 Julio Becquer"
"12453","1958 Ken Aspromonte"
"12454","1958 Ken Boyer"
"12455","1958 Kent Hadley"
"12456","1958 Larry Doby"
"12457","1958 Larry Raines"
"12458","1958 Lee Tate"
"12459","1958 Lee Walls"
"12460","1958 Lenny Green"
"12461","1958 Leo Burke"
"12462","1958 Leon Wagner"
"12463","1958 Lou Berberet"
"12464","1958 Lou Jackson"
"12465","1958 Lou Klimchock"
"12466","1958 Lou Skizas"
"12467","1958 Luis Aparicio"
"12468","1958 Marty Keough"
"12469","1958 Marv Throneberry"
"12470","1958 Mel Roach"
"12471","1958 Mickey Mantle"
"12472","1958 Mickey Vernon"
"12473","1958 Mike Baxes"
"12474","1958 Milt Bolling"
"12475","1958 Milt Graff"
"12476","1958 Milt Pappas"
"12477","1958 Minnie Minoso"
"12478","1958 Moe Thacker"
"12479","1958 Neil Chrisley"
"12480","1958 Nellie Fox"
"12481","1958 Norm Cash"
"12482","1958 Norm Larker"
"12483","1958 Norm Siebern"
"12484","1958 Norm Zauchin"
"12485","1958 Orlando Cepeda"
"12486","1958 Ossie Alvarez"
"12487","1958 Ozzie Virgil"
"12488","1958 Pancho Herrera"
"12489","1958 Paul Smith"
"12490","1958 Pee Wee Reese"
"12491","1958 Pete Daley"
"12492","1958 Pete Runnels"
"12493","1958 Pete Whisenant"
"12494","1958 Preston Ward"
"12495","1958 R C Stevens"
"12496","1958 Randy Jackson"
"12497","1958 Ray Boone"
"12498","1958 Ray Jablonski"
"12499","1958 Ray Katt"
"12500","1958 Red Schoendienst"
"12501","1958 Red Wilson"
"12502","1958 Reno Bertoia"
"12503","1958 Richie Ashburn"
"12504","1958 Rip Repulski"
"12505","1958 Roberto Clemente"
"12506","1958 Rocky Bridges"
"12507","1958 Rocky Colavito"
"12508","1958 Rod Graber"
"12509","1958 Roger Maris"
"12510","1958 Roman Mejias"
"12511","1958 Ron Fairly"
"12512","1958 Ron Hansen"
"12513","1958 Ron Jackson"
"12514","1958 Roy McMillan"
"12515","1958 Roy Sievers"
"12516","1958 Roy Smalley"
"12517","1958 Rube Walker"
"12518","1958 Ruben Amaro"
"12519","1958 Russ Nixon"
"12520","1958 Sammy Esposito"
"12521","1958 Sammy Taylor"
"12522","1958 Sammy White"
"12523","1958 Sherm Lollar"
"12524","1958 Smoky Burgess"
"12525","1958 Solly Hemus"
"12526","1958 Stan Lopata"
"12527","1958 Stan Musial"
"12528","1958 Steve Bilko"
"12529","1958 Steve Boros"
"12530","1958 Steve Korcheck"
"12531","1958 Ted Beard"
"12532","1958 Ted Kazanski"
"12533","1958 Ted Kluszewski"
"12534","1958 Ted Lepcio"
"12535","1958 Ted Williams"
"12536","1958 Tim Thompson"
"12537","1958 Tito Francona"
"12538","1958 Tony Kubek"
"12539","1958 Tony Taylor"
"12540","1958 Vada Pinson"
"12541","1958 Valmy Thomas"
"12542","1958 Vic Power"
"12543","1958 Vic Wertz"
"12544","1958 Wally Moon"
"12545","1958 Wally Post"
"12546","1958 Walt Dropo"
"12547","1958 Walt Moryn"
"12548","1958 Wes Covington"
"12549","1958 Whitey Herzog"
"12550","1958 Whitey Lockman"
"12551","1958 Willie Jones"
"12552","1958 Willie Kirkland"
"12553","1958 Willie Mays"
"12554","1958 Willie Tasby"
"12555","1958 Willy Miranda"
"12556","1958 Woodie Held"
"12557","1958 Yogi Berra"
"12558","1959 Al Kaline"
"12559","1959 Al Pilarcik"
"12560","1959 Al Smith"
"12561","1959 Al Spangler"
"12562","1959 Albie Pearson"
"12563","1959 Alex Grammas"
"12564","1959 Alvin Dark"
"12565","1959 Andre Rodgers"
"12566","1959 Andy Carey"
"12567","1959 Andy Pafko"
"12568","1959 Art Schult"
"12569","1959 Barry Shetrone"
"12570","1959 Bill Bruton"
"12571","1959 Bill Mazeroski"
"12572","1959 Bill Renna"
"12573","1959 Bill Skowron"
"12574","1959 Bill Tuttle"
"12575","1959 Bill Virdon"
"12576","1959 Bill White"
"12577","1959 Billy Consolo"
"12578","1959 Billy Gardner"
"12579","1959 Billy Goodman"
"12580","1959 Billy Klaus"
"12581","1959 Billy Martin"
"12582","1959 Billy Moran"
"12583","1959 Billy Williams"
"12584","1959 Bob Allison"
"12585","1959 Bob Bowman"
"12586","1959 Bob Boyd"
"12587","1959 Bob Cerv"
"12588","1959 Bob Hale"
"12589","1959 Bob Lillis"
"12590","1959 Bob Nieman"
"12591","1959 Bob Schmidt"
"12592","1959 Bob Skinner"
"12593","1959 Bobby Adams"
"12594","1959 Bobby Avila"
"12595","1959 Bobby Gene Smith"
"12596","1959 Bobby Henrich"
"12597","1959 Bobby Richardson"
"12598","1959 Bobby Thomson"
"12599","1959 Bobo Osborne"
"12600","1959 Brooks Robinson"
"12601","1959 Bubba Phillips"
"12602","1959 Buddy Gilbert"
"12603","1959 Cal Neeman"
"12604","1959 Cam Carreon"
"12605","1959 Carl Furillo"
"12606","1959 Carl Sawatski"
"12607","1959 Carroll Hardy"
"12608","1959 Casey Wise"
"12609","1959 Charlie Lau"
"12610","1959 Charlie Maxwell"
"12611","1959 Charlie Neal"
"12612","1959 Chick King"
"12613","1959 Chico Carrasquel"
"12614","1959 Chico Fernandez"
"12615","1959 Chuck Cottier"
"12616","1959 Chuck Essegian"
"12617","1959 Chuck Tanner"
"12618","1959 Clete Boyer"
"12619","1959 Cliff Cook"
"12620","1959 Clint Courtney"
"12621","1959 Coot Veal"
"12622","1959 Curt Flood"
"12623","1959 Dale Long"
"12624","1959 Dan Dobbek"
"12625","1959 Danny Kravitz"
"12626","1959 Danny O'Connell"
"12627","1959 Daryl Spencer"
"12628","1959 Dave Philley"
"12629","1959 Del Crandall"
"12630","1959 Del Ennis"
"12631","1959 Del Rice"
"12632","1959 Dick Brown"
"12633","1959 Dick Gernert"
"12634","1959 Dick Gray"
"12635","1959 Dick Groat"
"12636","1959 Dick Schofield"
"12637","1959 Dick Stuart"
"12638","1959 Dick Williams"
"12639","1959 Don Blasingame"
"12640","1959 Don Buddin"
"12641","1959 Don Demeter"
"12642","1959 Don Eaddy"
"12643","1959 Don Gile"
"12644","1959 Don Hoak"
"12645","1959 Don Zimmer"
"12646","1959 Duke Carmel"
"12647","1959 Duke Snider"
"12648","1959 Dutch Dotterer"
"12649","1959 Earl Averill"
"12650","1959 Earl Battey"
"12651","1959 Earl Torgeson"
"12652","1959 Ed Bailey"
"12653","1959 Ed Bouchee"
"12654","1959 Ed Fitz Gerald"
"12655","1959 Eddie Bressoud"
"12656","1959 Eddie Kasko"
"12657","1959 Eddie Mathews"
"12658","1959 Eddie Yost"
"12659","1959 Elmer Valo"
"12660","1959 Elston Howard"
"12661","1959 Enos Slaughter"
"12662","1959 Ernie Banks"
"12663","1959 Faye Throneberry"
"12664","1959 Felipe Alou"
"12665","1959 Felix Mantilla"
"12666","1959 Frank Bolling"
"12667","1959 Frank House"
"12668","1959 Frank Howard"
"12669","1959 Frank Malzone"
"12670","1959 Frank Robinson"
"12671","1959 Frank Thomas"
"12672","1959 Frank Torre"
"12673","1959 Fred Valentine"
"12674","1959 Fritz Brickell"
"12675","1959 Gail Harris"
"12676","1959 Gary Geiger"
"12677","1959 Gene Freese"
"12678","1959 Gene Green"
"12679","1959 Gene Leek"
"12680","1959 Gene Oliver"
"12681","1959 Gene Stephens"
"12682","1959 Gene Woodling"
"12683","1959 George Altman"
"12684","1959 George Crowe"
"12685","1959 George Strickland"
"12686","1959 Gil Hodges"
"12687","1959 Gil McDougald"
"12688","1959 Gino Cimoli"
"12689","1959 Gordie Windhorn"
"12690","1959 Gordy Coleman"
"12691","1959 Granny Hamner"
"12692","1959 Gus Bell"
"12693","1959 Gus Triandos"
"12694","1959 Gus Zernial"
"12695","1959 Hal Naragon"
"12696","1959 Hal Smith"
"12697","1959 Hank Aaron"
"12698","1959 Hank Bauer"
"12699","1959 Hank Foiles"
"12700","1959 Hank Sauer"
"12701","1959 Hardy Peterson"
"12702","1959 Harmon Killebrew"
"12703","1959 Harry Anderson"
"12704","1959 Harry Bright"
"12705","1959 Harry Chiti"
"12706","1959 Harry Hanebrink"
"12707","1959 Harry Simpson"
"12708","1959 Harvey Kuenn"
"12709","1959 Haywood Sullivan"
"12710","1959 Hector Lopez"
"12711","1959 Herb Plews"
"12712","1959 Hobie Landrith"
"12713","1959 Irv Noren"
"12714","1959 J.C. Martin"
"12715","1959 Jackie Brandt"
"12716","1959 Jackie Jensen"
"12717","1959 Jay Porter"
"12718","1959 Jerry Adair"
"12719","1959 Jerry Lumpe"
"12720","1959 Jerry Lynch"
"12721","1959 Jerry Mallett"
"12722","1959 Jim Baxes"
"12723","1959 Jim Bolger"
"12724","1959 Jim Busby"
"12725","1959 Jim Davenport"
"12726","1959 Jim Finigan"
"12727","1959 Jim Gilliam"
"12728","1959 Jim Hegan"
"12729","1959 Jim Landis"
"12730","1959 Jim Lemon"
"12731","1959 Jim Mahoney"
"12732","1959 Jim Marshall"
"12733","1959 Jim McAnany"
"12734","1959 Jim Pendleton"
"12735","1959 Jim Piersall"
"12736","1959 Jim Pisoni"
"12737","1959 Jim Rivera"
"12738","1959 Joe Adcock"
"12739","1959 Joe Christopher"
"12740","1959 Joe Cunningham"
"12741","1959 Joe Demaestri"
"12742","1959 Joe Durham"
"12743","1959 Joe Ginsberg"
"12744","1959 Joe Hicks"
"12745","1959 Joe Koppe"
"12746","1959 Joe Lonnett"
"12747","1959 Joe Morgan"
"12748","1959 Joe Pignatano"
"12749","1959 Joe Taylor"
"12750","1959 John DeMerit"
"12751","1959 John Powers"
"12752","1959 John Romano"
"12753","1959 John Roseboro"
"12754","1959 Johnny Blanchard"
"12755","1959 Johnny Callison"
"12756","1959 Johnny Goryl"
"12757","1959 Johnny Groth"
"12758","1959 Johnny Logan"
"12759","1959 Johnny O'Brien"
"12760","1959 Johnny Schaive"
"12761","1959 Johnny Temple"
"12762","1959 Jose Pagan"
"12763","1959 Jose Valdivielso"
"12764","1959 Julio Becquer"
"12765","1959 Ken Aspromonte"
"12766","1959 Ken Boyer"
"12767","1959 Ken Hamlin"
"12768","1959 Ken Hunt"
"12769","1959 Kent Hadley"
"12770","1959 Larry Doby"
"12771","1959 Lee Maye"
"12772","1959 Lee Tate"
"12773","1959 Lee Walls"
"12774","1959 Lenny Green"
"12775","1959 Leo Burke"
"12776","1959 Leon Wagner"
"12777","1959 Lou Berberet"
"12778","1959 Lou Klimchock"
"12779","1959 Lou Skizas"
"12780","1959 Luis Aparicio"
"12781","1959 Marty Keough"
"12782","1959 Marv Throneberry"
"12783","1959 Maury Wills"
"12784","1959 Mel Roach"
"12785","1959 Mickey Mantle"
"12786","1959 Mickey Vernon"
"12787","1959 Minnie Minoso"
"12788","1959 Neil Chrisley"
"12789","1959 Nellie Fox"
"12790","1959 Norm Cash"
"12791","1959 Norm Larker"
"12792","1959 Norm Sherry"
"12793","1959 Norm Siebern"
"12794","1959 Norm Zauchin"
"12795","1959 Orlando Cepeda"
"12796","1959 Pete Daley"
"12797","1959 Pete Runnels"
"12798","1959 Pete Whisenant"
"12799","1959 Preston Ward"
"12800","1959 Pumpsie Green"
"12801","1959 R C Stevens"
"12802","1959 Randy Jackson"
"12803","1959 Ray Boone"
"12804","1959 Ray Jablonski"
"12805","1959 Ray Katt"
"12806","1959 Ray Webster"
"12807","1959 Red Schoendienst"
"12808","1959 Red Wilson"
"12809","1959 Reno Bertoia"
"12810","1959 Richie Ashburn"
"12811","1959 Rip Repulski"
"12812","1959 Roberto Clemente"
"12813","1959 Rocky Bridges"
"12814","1959 Rocky Colavito"
"12815","1959 Rocky Nelson"
"12816","1959 Roger Maris"
"12817","1959 Roger McCardell"
"12818","1959 Roman Mejias"
"12819","1959 Ron Fairly"
"12820","1959 Ron Hansen"
"12821","1959 Ron Jackson"
"12822","1959 Ron Samford"
"12823","1959 Ron Shoop"
"12824","1959 Roy McMillan"
"12825","1959 Roy Sievers"
"12826","1959 Russ Nixon"
"12827","1959 Russ Snyder"
"12828","1959 Sammy Esposito"
"12829","1959 Sammy Taylor"
"12830","1959 Sammy White"
"12831","1959 Sherm Lollar"
"12832","1959 Smoky Burgess"
"12833","1959 Solly Drake"
"12834","1959 Solly Hemus"
"12835","1959 Sparky Anderson"
"12836","1959 Stan Lopata"
"12837","1959 Stan Musial"
"12838","1959 Steve Demeter"
"12839","1959 Steve Korcheck"
"12840","1959 Ted Kluszewski"
"12841","1959 Ted Lepcio"
"12842","1959 Ted Williams"
"12843","1959 Tim McCarver"
"12844","1959 Tito Francona"
"12845","1959 Tom Carroll"
"12846","1959 Tony Kubek"
"12847","1959 Tony Taylor"
"12848","1959 Vada Pinson"
"12849","1959 Valmy Thomas"
"12850","1959 Vic Power"
"12851","1959 Vic Wertz"
"12852","1959 Wally Moon"
"12853","1959 Wally Post"
"12854","1959 Wally Shannon"
"12855","1959 Walt Dropo"
"12856","1959 Walt Moryn"
"12857","1959 Wayne Terwilliger"
"12858","1959 Wes Covington"
"12859","1959 Whitey Herzog"
"12860","1959 Whitey Lockman"
"12861","1959 Willie Jones"
"12862","1959 Willie Kirkland"
"12863","1959 Willie Mays"
"12864","1959 Willie McCovey"
"12865","1959 Willie Tasby"
"12866","1959 Willy Miranda"
"12867","1959 Woodie Held"
"12868","1959 Yogi Berra"
"12869","1959 Zeke Bella"
"12870","1959 Zoilo Versalles"
"12871","1960 Al Heist"
"12872","1960 Al Kaline"
"12873","1960 Al Pilarcik"
"12874","1960 Al Smith"
"12875","1960 Al Spangler"
"12876","1960 Albie Pearson"
"12877","1960 Alex Grammas"
"12878","1960 Alvin Dark"
"12879","1960 Andre Rodgers"
"12880","1960 Andy Carey"
"12881","1960 Art Schult"
"12882","1960 Bill Bruton"
"12883","1960 Bill Mazeroski"
"12884","1960 Bill Skowron"
"12885","1960 Bill Tuttle"
"12886","1960 Bill Virdon"
"12887","1960 Bill White"
"12888","1960 Billy Consolo"
"12889","1960 Billy Gardner"
"12890","1960 Billy Goodman"
"12891","1960 Billy Klaus"
"12892","1960 Billy Martin"
"12893","1960 Billy Williams"
"12894","1960 Bob Allison"
"12895","1960 Bob Aspromonte"
"12896","1960 Bob Boyd"
"12897","1960 Bob Cerv"
"12898","1960 Bob Hale"
"12899","1960 Bob Johnson"
"12900","1960 Bob Lillis"
"12901","1960 Bob Nieman"
"12902","1960 Bob Oldis"
"12903","1960 Bob Sadowski"
"12904","1960 Bob Schmidt"
"12905","1960 Bob Skinner"
"12906","1960 Bob Will"
"12907","1960 Bobby Del Greco"
"12908","1960 Bobby Gene Smith"
"12909","1960 Bobby Malkmus"
"12910","1960 Bobby Richardson"
"12911","1960 Bobby Thomson"
"12912","1960 Bobby Wine"
"12913","1960 Brooks Robinson"
"12914","1960 Bubba Phillips"
"12915","1960 Cal Neeman"
"12916","1960 Cam Carreon"
"12917","1960 Carl Furillo"
"12918","1960 Carl Sawatski"
"12919","1960 Carroll Hardy"
"12920","1960 Casey Wise"
"12921","1960 Charley Smith"
"12922","1960 Charlie James"
"12923","1960 Charlie Lau"
"12924","1960 Charlie Maxwell"
"12925","1960 Charlie Neal"
"12926","1960 Chet Boak"
"12927","1960 Chico Fernandez"
"12928","1960 Chris Cannizzaro"
"12929","1960 Chuck Cottier"
"12930","1960 Chuck Essegian"
"12931","1960 Chuck Tanner"
"12932","1960 Clay Dalrymple"
"12933","1960 Clete Boyer"
"12934","1960 Cliff Cook"
"12935","1960 Clint Courtney"
"12936","1960 Coot Veal"
"12937","1960 Curt Flood"
"12938","1960 Dale Long"
"12939","1960 Dan Dobbek"
"12940","1960 Danny Kravitz"
"12941","1960 Danny Murphy"
"12942","1960 Darrell Johnson"
"12943","1960 Daryl Spencer"
"12944","1960 Dave Nicholson"
"12945","1960 Dave Philley"
"12946","1960 Del Crandall"
"12947","1960 Del Rice"
"12948","1960 Deron Johnson"
"12949","1960 Dick Barone"
"12950","1960 Dick Bertell"
"12951","1960 Dick Brown"
"12952","1960 Dick Gernert"
"12953","1960 Dick Gray"
"12954","1960 Dick Groat"
"12955","1960 Dick McAuliffe"
"12956","1960 Dick Schofield"
"12957","1960 Dick Stuart"
"12958","1960 Dick Williams"
"12959","1960 Don Blasingame"
"12960","1960 Don Buddin"
"12961","1960 Don Demeter"
"12962","1960 Don Dillard"
"12963","1960 Don Gile"
"12964","1960 Don Hoak"
"12965","1960 Don Landrum"
"12966","1960 Don Mincher"
"12967","1960 Don Zimmer"
"12968","1960 Doug Camilli"
"12969","1960 Duke Carmel"
"12970","1960 Duke Snider"
"12971","1960 Dutch Dotterer"
"12972","1960 Earl Averill"
"12973","1960 Earl Battey"
"12974","1960 Earl Torgeson"
"12975","1960 Ed Bailey"
"12976","1960 Ed Bouchee"
"12977","1960 Ed Olivares"
"12978","1960 Ed Sadowski"
"12979","1960 Eddie Bressoud"
"12980","1960 Eddie Haas"
"12981","1960 Eddie Kasko"
"12982","1960 Eddie Mathews"
"12983","1960 Eddie Yost"
"12984","1960 El Tappe"
"12985","1960 Elio Chacon"
"12986","1960 Ellis Burton"
"12987","1960 Elmer Valo"
"12988","1960 Elston Howard"
"12989","1960 Ernie Banks"
"12990","1960 Faye Throneberry"
"12991","1960 Felipe Alou"
"12992","1960 Felix Mantilla"
"12993","1960 Floyd Robinson"
"12994","1960 Frank Bolling"
"12995","1960 Frank House"
"12996","1960 Frank Howard"
"12997","1960 Frank Malzone"
"12998","1960 Frank Robinson"
"12999","1960 Frank Thomas"
"13000","1960 Frank Torre"
"13001","1960 Gail Harris"
"13002","1960 Gary Geiger"
"13003","1960 Gary Kolb"
"13004","1960 Gene Baker"
"13005","1960 Gene Freese"
"13006","1960 Gene Green"
"13007","1960 Gene Stephens"
"13008","1960 Gene Woodling"
"13009","1960 George Altman"
"13010","1960 George Crowe"
"13011","1960 George Strickland"
"13012","1960 Gil Hodges"
"13013","1960 Gil McDougald"
"13014","1960 Gino Cimoli"
"13015","1960 Gordy Coleman"
"13016","1960 Grady Hatton"
"13017","1960 Gus Bell"
"13018","1960 Gus Triandos"
"13019","1960 Hal Naragon"
"13020","1960 Hal Smith"
"13021","1960 Hank Aaron"
"13022","1960 Hank Bauer"
"13023","1960 Hank Foiles"
"13024","1960 Harmon Killebrew"
"13025","1960 Harry Anderson"
"13026","1960 Harry Chiti"
"13027","1960 Harvey Kuenn"
"13028","1960 Haywood Sullivan"
"13029","1960 Hector Lopez"
"13030","1960 Hobie Landrith"
"13031","1960 Irv Noren"
"13032","1960 J.C. Martin"
"13033","1960 Jackie Brandt"
"13034","1960 Jerry Adair"
"13035","1960 Jerry Kindall"
"13036","1960 Jerry Lumpe"
"13037","1960 Jerry Lynch"
"13038","1960 Jesse Gonder"
"13039","1960 Jim Busby"
"13040","1960 Jim Davenport"
"13041","1960 Jim Delsing"
"13042","1960 Jim Gentile"
"13043","1960 Jim Gilliam"
"13044","1960 Jim Hegan"
"13045","1960 Jim Landis"
"13046","1960 Jim Lemon"
"13047","1960 Jim Marshall"
"13048","1960 Jim McKnight"
"13049","1960 Jim McManus"
"13050","1960 Jim Pagliaroni"
"13051","1960 Jim Piersall"
"13052","1960 Jim Pisoni"
"13053","1960 Jim Rivera"
"13054","1960 Jim Woods"
"13055","1960 Jimmie Coker"
"13056","1960 Joe Adcock"
"13057","1960 Joe Azcue"
"13058","1960 Joe Christopher"
"13059","1960 Joe Cunningham"
"13060","1960 Joe Demaestri"
"13061","1960 Joe Gaines"
"13062","1960 Joe Ginsberg"
"13063","1960 Joe Hicks"
"13064","1960 Joe Koppe"
"13065","1960 Joe Morgan"
"13066","1960 Joe Pignatano"
"13067","1960 Joey Amalfitano"
"13068","1960 John Glenn"
"13069","1960 John Powers"
"13070","1960 John Romano"
"13071","1960 John Roseboro"
"13072","1960 Johnny Blanchard"
"13073","1960 Johnny Callison"
"13074","1960 Johnny Groth"
"13075","1960 Johnny Logan"
"13076","1960 Johnny Schaive"
"13077","1960 Johnny Temple"
"13078","1960 Jose Pagan"
"13079","1960 Jose Valdivielso"
"13080","1960 Julian Javier"
"13081","1960 Julio Becquer"
"13082","1960 Julio Gotay"
"13083","1960 Ken Aspromonte"
"13084","1960 Ken Boyer"
"13085","1960 Ken Hamlin"
"13086","1960 Ken Hunt"
"13087","1960 Ken Walters"
"13088","1960 Kent Hadley"
"13089","1960 Lee Maye"
"13090","1960 Lee Walls"
"13091","1960 Len Gabrielson"
"13092","1960 Lenny Green"
"13093","1960 Leo Cardenas"
"13094","1960 Leo Posada"
"13095","1960 Leon Wagner"
"13096","1960 Lou Berberet"
"13097","1960 Lou Clinton"
"13098","1960 Lou Johnson"
"13099","1960 Lou Klimchock"
"13100","1960 Luis Aparicio"
"13101","1960 Marlan Coughtry"
"13102","1960 Marty Keough"
"13103","1960 Marv Breeding"
"13104","1960 Marv Throneberry"
"13105","1960 Matty Alou"
"13106","1960 Maury Wills"
"13107","1960 Mel Roach"
"13108","1960 Mickey Mantle"
"13109","1960 Miguel de la Hoz"
"13110","1960 Mike Krsnich"
"13111","1960 Minnie Minoso"
"13112","1960 Moe Thacker"
"13113","1960 Neil Chrisley"
"13114","1960 Neil Wilson"
"13115","1960 Nellie Fox"
"13116","1960 Nelson Mathews"
"13117","1960 Norm Cash"
"13118","1960 Norm Larker"
"13119","1960 Norm Sherry"
"13120","1960 Norm Siebern"
"13121","1960 Orlando Cepeda"
"13122","1960 Ozzie Virgil"
"13123","1960 Pancho Herrera"
"13124","1960 Pete Daley"
"13125","1960 Pete Runnels"
"13126","1960 Pete Whisenant"
"13127","1960 Pumpsie Green"
"13128","1960 R C Stevens"
"13129","1960 Ray Barker"
"13130","1960 Ray Boone"
"13131","1960 Ray Jablonski"
"13132","1960 Ray Webster"
"13133","1960 Red Schoendienst"
"13134","1960 Red Wilson"
"13135","1960 Reno Bertoia"
"13136","1960 Richie Ashburn"
"13137","1960 Rip Repulski"
"13138","1960 Roberto Clemente"
"13139","1960 Rocky Bridges"
"13140","1960 Rocky Colavito"
"13141","1960 Rocky Nelson"
"13142","1960 Rogelio Alvarez"
"13143","1960 Roger Maris"
"13144","1960 Ron Fairly"
"13145","1960 Ron Hansen"
"13146","1960 Ron Jackson"
"13147","1960 Ron Santo"
"13148","1960 Roy McMillan"
"13149","1960 Roy Sievers"
"13150","1960 Ruben Amaro"
