"","x"
"2342","1914 Elmer Brown"
"2343","1914 Elmer Jacobs"
"2344","1914 Elmer Koestner"
"2345","1914 Ensign Cottrell"
"2346","1914 Eppa Rixey"
"2347","1914 Eric Erickson"
"2348","1914 Ernie Manning"
"2349","1914 Ernie Shore"
"2350","1914 Erskine Mayer"
"2351","1914 Erv Kantlehner"
"2352","1914 Ferdie Schupp"
"2353","1914 Frank Allen"
"2354","1914 Frank Barron"
"2355","1914 Fred Blanding"
"2356","1914 Fred Worden"
"2357","1914 Fritz Coumbe"
"2358","1914 Gene Cocreham"
"2359","1914 George Baumgardner"
"2360","1914 George Beck"
"2361","1914 George Boehler"
"2362","1914 George Chalmers"
"2363","1914 George Davis"
"2364","1914 George Johnson"
"2365","1914 George Kahler"
"2366","1914 George McConnell"
"2367","1914 George McQuillan"
"2368","1914 George Pearce"
"2369","1914 Grover Alexander"
"2370","1914 Grover Baichley"
"2371","1914 Guy Cooper"
"2372","1914 Guy Morton"
"2373","1914 Hank Ritter"
"2374","1914 Hank Robinson"
"2375","1914 Harley Dillinger"
"2376","1914 Harry Coveleski"
"2377","1914 Harry Harper"
"2378","1914 Harry Hoch"
"2379","1914 Henry Benn"
"2380","1914 Herb Kelly"
"2381","1914 Herb Pennock"
"2382","1914 Hi Jasper"
"2383","1914 Hippo Vaughn"
"2384","1914 Hooks Dauss"
"2385","1914 Hooks Wiltse"
"2386","1914 Hub Perdue"
"2387","1914 Hugh Bedient"
"2388","1914 Jack Bentley"
"2389","1914 Jack Coombs"
"2390","1914 Jack Rowan"
"2391","1914 Jack Warhop"
"2392","1914 Jean Dubuc"
"2393","1914 Jeff Pfeffer"
"2394","1914 Jeff Tesreau"
"2395","1914 Jim Scott"
"2396","1914 Jim Shaw"
"2397","1914 Jim Stevens"
"2398","1914 Jimmy Lavender"
"2399","1914 Joe Benz"
"2400","1914 Joe Boehling"
"2401","1914 Joe Conzelman"
"2402","1914 Joe Engel"
"2403","1914 Joe Oeschger"
"2404","1914 Joe Wood"
"2405","1914 Johnnie Williams"
"2406","1914 Johnny Enzmann"
"2407","1914 Karl Adams"
"2408","1914 King Cole"
"2409","1914 King Lear"
"2410","1914 Larry Cheney"
"2411","1914 Lefty James"
"2412","1914 Lefty Tyler"
"2413","1914 Lefty Williams"
"2414","1914 Lloyd Bishop"
"2415","1914 Marc Hall"
"2416","1914 Marty McHale"
"2417","1914 Marty O'Toole"
"2418","1914 Matt Zeiser"
"2419","1914 Mellie Wolfgang"
"2420","1914 Mutt Williams"
"2421","1914 Nap Rucker"
"2422","1914 Nick Altrock"
"2423","1914 Nick Cullop"
"2424","1914 Otto Hess"
"2425","1914 Pat Bohen"
"2426","1914 Pat Griffin"
"2427","1914 Pat Ragan"
"2428","1914 Paul Carter"
"2429","1914 Paul Fittery"
"2430","1914 Paul Strand"
"2431","1914 Pete Fahrer"
"2432","1914 Pete Schneider"
"2433","1914 Phil Douglas"
"2434","1914 Pol Perritt"
"2435","1914 Raleigh Aitchison"
"2436","1914 Rankin Johnson"
"2437","1914 Ray Caldwell"
"2438","1914 Ray Collins"
"2439","1914 Ray Fisher"
"2440","1914 Ray Keating"
"2441","1914 Reb Russell"
"2442","1914 Red Ames"
"2443","1914 Red Faber"
"2444","1914 Red Oldham"
"2445","1914 Rip Hagerman"
"2446","1914 Ross Reynolds"
"2447","1914 Roy Mitchell"
"2448","1914 Rube Benton"
"2449","1914 Rube Bressler"
"2450","1914 Rube Foster"
"2451","1914 Rube Marquard"
"2452","1914 Rube Marshall"
"2453","1914 Rube Schauer"
"2454","1914 Sad Sam Jones"
"2455","1914 Slim Sallee"
"2456","1914 Stan Baumgartner"
"2457","1914 Steamboat Williams"
"2458","1914 Tillar Cavet"
"2459","1914 Tom Hughes"
"2460","1914 Tristram Speaker"
"2461","1914 Vean Gregg"
"2462","1914 Walt Leverenz"
"2463","1914 Walter Johnson"
"2464","1914 Weldon Wyckoff"
"2465","1914 Wilbur Cooper"
"2466","1914 Wiley Taylor"
"2467","1914 Willie Jensen"
"2468","1914 Willie Mitchell"
"2469","1914 Zip Zabel"
"2470","1915 Abe Bowman"
"2471","1915 Al Demaree"
"2472","1915 Al Mamaux"
"2473","1915 Alex Remneas"
"2474","1915 Allan Collamore"
"2475","1915 Allen Russell"
"2476","1915 Allen Sothoron"
"2477","1915 Art Fromme"
"2478","1915 Art Nehf"
"2479","1915 Babe Adams"
"2480","1915 Babe Ruth"
"2481","1915 Ben Tincup"
"2482","1915 Bernie Boland"
"2483","1915 Bert Gallia"
"2484","1915 Bert Humphries"
"2485","1915 Bill Doak"
"2486","1915 Bill Donovan"
"2487","1915 Bill Hopper"
"2488","1915 Bill James"
"2489","1915 Bill Meehan"
"2490","1915 Bill Morrisette"
"2491","1915 Bill Steen"
"2492","1915 Bob Cone"
"2493","1915 Bob Harmon"
"2494","1915 Bob Pepper"
"2495","1915 Bob Shawkey"
"2496","1915 Bob Wright"
"2497","1915 Brad Hogg"
"2498","1915 Bruno Haas"
"2499","1915 Bud Davis"
"2500","1915 Bullet Joe Bush"
"2501","1915 Cap Crowell"
"2502","1915 Carl East"
"2503","1915 Carl Mays"
"2504","1915 Carl Ray"
"2505","1915 Carl Weilman"
"2506","1915 Carmen Hill"
"2507","1915 Carroll Brown"
"2508","1915 Charlie Boardman"
"2509","1915 Charlie Schmutz"
"2510","1915 Chick Davies"
"2511","1915 Christy Mathewson"
"2512","1915 Clarence Garrett"
"2513","1915 Cliff Markle"
"2514","1915 Curly Brown"
"2515","1915 Cy Pieh"
"2516","1915 Dan Griner"
"2517","1915 Dan Tipple"
"2518","1915 Dana Fillingim"
"2519","1915 Dazzy Vance"
"2520","1915 Dee Walsh"
"2521","1915 Dick Crutcher"
"2522","1915 Dick Niehaus"
"2523","1915 Dick Rudolph"
"2524","1915 Dixie Davis"
"2525","1915 Doc Ayers"
"2526","1915 Dolf Luque"
"2527","1915 Duster Mails"
"2528","1915 Dutch Leonard"
"2529","1915 Earl Hamilton"
"2530","1915 Ed Appleton"
"2531","1915 Ed Klepfer"
"2532","1915 Ed Schorr"
"2533","1915 Ed Walsh"
"2534","1915 Eddie Cicotte"
"2535","1915 Ellis Johnson"
"2536","1915 Elmer Brown"
"2537","1915 Elmer Myers"
"2538","1915 Emilio Palmero"
"2539","1915 Ensign Cottrell"
"2540","1915 Eppa Rixey"
"2541","1915 Ernie Koob"
"2542","1915 Ernie Shore"
"2543","1915 Erskine Mayer"
"2544","1915 Erv Kantlehner"
"2545","1915 Ferdie Schupp"
"2546","1915 Frank McKenry"
"2547","1915 Fred Herbert"
"2548","1915 Fred Toney"
"2549","1915 Frederick Lamlein"
"2550","1915 Fritz Coumbe"
"2551","1915 Gene Cocreham"
"2552","1915 Gene Dale"
"2553","1915 George Baumgardner"
"2554","1915 George Boehler"
"2555","1915 George Chalmers"
"2556","1915 George Davis"
"2557","1915 George Dumont"
"2558","1915 George McQuillan"
"2559","1915 George Mogridge"
"2560","1915 George Pearce"
"2561","1915 George Sisler"
"2562","1915 Goat Cochran"
"2563","1915 Grover Alexander"
"2564","1915 Grover Lowdermilk"
"2565","1915 Guy Cooper"
"2566","1915 Guy Morton"
"2567","1915 Hank Ritter"
"2568","1915 Hank Robinson"
"2569","1915 Harry Coveleski"
"2570","1915 Harry Eccles"
"2571","1915 Harry Harper"
"2572","1915 Harry Hoch"
"2573","1915 Harry McCluskey"
"2574","1915 Harry Weaver"
"2575","1915 Herb Kelly"
"2576","1915 Herb Pennock"
"2577","1915 Herbert Hill"
"2578","1915 Hi Jasper"
"2579","1915 Hippo Vaughn"
"2580","1915 Hooks Dauss"
"2581","1915 Hub Perdue"
"2582","1915 Jack Bentley"
"2583","1915 Jack Coombs"
"2584","1915 Jack Harper"
"2585","1915 Jack Nabors"
"2586","1915 Jack Richardson"
"2587","1915 Jack Warhop"
"2588","1915 Jean Dubuc"
"2589","1915 Jeff Pfeffer"
"2590","1915 Jeff Tesreau"
"2591","1915 Jesse Barnes"
"2592","1915 Jim Park"
"2593","1915 Jim Scott"
"2594","1915 Jim Shaw"
"2595","1915 Jimmy Lavender"
"2596","1915 Joe Benz"
"2597","1915 Joe Boehling"
"2598","1915 Joe Conzelman"
"2599","1915 Joe Engel"
"2600","1915 Joe Oeschger"
"2601","1915 Joe Sherman"
"2602","1915 Joe Wood"
"2603","1915 Johnny Tillman"
"2604","1915 Karl Adams"
"2605","1915 King Cole"
"2606","1915 King Lear"
"2607","1915 Larry Cheney"
"2608","1915 Lee Meadows"
"2609","1915 Lefty George"
"2610","1915 Lefty Tyler"
"2611","1915 Leon Cadore"
"2612","1915 Lynn Brenton"
"2613","1915 Marty McHale"
"2614","1915 Mellie Wolfgang"
"2615","1915 Nap Rucker"
"2616","1915 Neal Brady"
"2617","1915 Nick Altrock"
"2618","1915 Oscar Harstad"
"2619","1915 Otto Hess"
"2620","1915 Parson Perryman"
"2621","1915 Pat Ragan"
"2622","1915 Paul Carter"
"2623","1915 Paul Strand"
"2624","1915 Pete Schneider"
"2625","1915 Pete Sims"
"2626","1915 Pete Standridge"
"2627","1915 Phil Douglas"
"2628","1915 Phil Slattery"
"2629","1915 Pol Perritt"
"2630","1915 Raleigh Aitchison"
"2631","1915 Ralph Comstock"
"2632","1915 Ralph Stroud"
"2633","1915 Ray Caldwell"
"2634","1915 Ray Callahan"
"2635","1915 Ray Collins"
"2636","1915 Ray Fisher"
"2637","1915 Ray Keating"
"2638","1915 Razor Ledbetter"
"2639","1915 Reb Russell"
"2640","1915 Red Ames"
"2641","1915 Red Faber"
"2642","1915 Red Hoff"
"2643","1915 Red Oldham"
"2644","1915 Reeve McKay"
"2645","1915 Rip Hagerman"
"2646","1915 Rollin Cook"
"2647","1915 Ross Reynolds"
"2648","1915 Roy Walker"
"2649","1915 Rube Benton"
"2650","1915 Rube Bressler"
"2651","1915 Rube Foster"
"2652","1915 Rube Marquard"
"2653","1915 Rube Schauer"
"2654","1915 Sad Sam Jones"
"2655","1915 Sam Mayer"
"2656","1915 Sam Rice"
"2657","1915 Scott Perry"
"2658","1915 Sherry Smith"
"2659","1915 Slim Sallee"
"2660","1915 Squiz Pillion"
"2661","1915 Stan Baumgartner"
"2662","1915 Tillar Cavet"
"2663","1915 Tim McCabe"
"2664","1915 Tink Turner"
"2665","1915 Tom Hughes"
"2666","1915 Tom Knowlson"
"2667","1915 Tom Phillips"
"2668","1915 Tom Sheehan"
"2669","1915 Vean Gregg"
"2670","1915 Walt Leverenz"
"2671","1915 Walter Ancker"
"2672","1915 Walter Johnson"
"2673","1915 Weldon Wyckoff"
"2674","1915 Wheezer Dell"
"2675","1915 Wilbur Cooper"
"2676","1915 Willie Mitchell"
"2677","1915 Zip Zabel"
"2678","1916 Al Demaree"
"2679","1916 Al Gould"
"2680","1916 Al Mamaux"
"2681","1916 Al Schulz"
"2682","1916 Allen Russell"
"2683","1916 Art Nehf"
"2684","1916 Axel Lindstrom"
"2685","1916 Babe Adams"
"2686","1916 Babe Ruth"
"2687","1916 Bernie Boland"
"2688","1916 Bert Gallia"
"2689","1916 Bill Doak"
"2690","1916 Bill Donovan"
"2691","1916 Bill Evans"
"2692","1916 Bill Fincher"
"2693","1916 Bill James"
"2694","1916 Bill McTigue"
"2695","1916 Bill Morrisette"
"2696","1916 Bob Groom"
"2697","1916 Bob Harmon"
"2698","1916 Bob Shawkey"
"2699","1916 Bob Steele"
"2700","1916 Bullet Joe Bush"
"2701","1916 Burleigh Grimes"
"2702","1916 Cap Crowell"
"2703","1916 Carl Mays"
"2704","1916 Carl Ray"
"2705","1916 Carl Weilman"
"2706","1916 Carmen Hill"
"2707","1916 Carroll Jones"
"2708","1916 Charley Hall"
"2709","1916 Charlie Jamieson"
"2710","1916 Chief Bender"
"2711","1916 Christy Mathewson"
"2712","1916 Clarence Mitchell"
"2713","1916 Claude Hendrix"
"2714","1916 Claude Thomas"
"2715","1916 Cliff Markle"
"2716","1916 Cy Warmoth"
"2717","1916 Dan Griner"
"2718","1916 Dave Danforth"
"2719","1916 Dave Davenport"
"2720","1916 Dick Rudolph"
"2721","1916 Doc Ayers"
"2722","1916 Doc Crandall"
"2723","1916 Duster Mails"
"2724","1916 Dutch Leonard"
"2725","1916 Earl Hamilton"
"2726","1916 Earl Moseley"
"2727","1916 Ed Appleton"
"2728","1916 Ed Klepfer"
"2729","1916 Ed Reulbach"
"2730","1916 Ed Walsh"
"2731","1916 Eddie Cicotte"
"2732","1916 Eddie Plank"
"2733","1916 Elmer Jacobs"
"2734","1916 Elmer Knetzer"
"2735","1916 Elmer Myers"
"2736","1916 Emilio Palmero"
"2737","1916 Eppa Rixey"
"2738","1916 Eric Erickson"
"2739","1916 Ernie Koob"
"2740","1916 Ernie Shore"
"2741","1916 Erskine Mayer"
"2742","1916 Erv Kantlehner"
"2743","1916 Ferdie Schupp"
"2744","1916 Frank Allen"
"2745","1916 Frank McKenry"
"2746","1916 Frank Miller"
"2747","1916 Fred Anderson"
"2748","1916 Fred Beebe"
"2749","1916 Fred Toney"
"2750","1916 Fritz Coumbe"
"2751","1916 Gary Fortune"
"2752","1916 Gene Dale"
"2753","1916 Gene Packard"
"2754","1916 George Baumgardner"
"2755","1916 George Boehler"
"2756","1916 George Chalmers"
"2757","1916 George Cunningham"
"2758","1916 George Dumont"
"2759","1916 George Hesselbacher"
"2760","1916 George McConnell"
"2761","1916 George McQuillan"
"2762","1916 George Mogridge"
"2763","1916 George Pearce"
"2764","1916 George Sisler"
"2765","1916 George Smith"
"2766","1916 Grover Alexander"
"2767","1916 Grover Lowdermilk"
"2768","1916 Guy Morton"
"2769","1916 Hank Ritter"
"2770","1916 Harry Coveleski"
"2771","1916 Harry Harper"
"2772","1916 Harry Weaver"
"2773","1916 Herb Pennock"
"2774","1916 Hi Jasper"
"2775","1916 Hippo Vaughn"
"2776","1916 Hooks Dauss"
"2777","1916 Howard Ehmke"
"2778","1916 Jack Bentley"
"2779","1916 Jack Coombs"
"2780","1916 Jack Nabors"
"2781","1916 Jack Richardson"
"2782","1916 Jack Scott"
"2783","1916 Jean Dubuc"
"2784","1916 Jeff Pfeffer"
"2785","1916 Jeff Tesreau"
"2786","1916 Jess Buckles"
"2787","1916 Jesse Barnes"
"2788","1916 Jim Bagby"
"2789","1916 Jim Bluejacket"
"2790","1916 Jim Park"
"2791","1916 Jim Scott"
"2792","1916 Jim Shaw"
"2793","1916 Jimmy Lavender"
"2794","1916 Jing Johnson"
"2795","1916 Joe Benz"
"2796","1916 Joe Boehling"
"2797","1916 Joe Lotz"
"2798","1916 Joe Oeschger"
"2799","1916 Ken Penner"
"2800","1916 Larry Cheney"
"2801","1916 Lee Meadows"
"2802","1916 Lefty Tyler"
"2803","1916 Lefty Williams"
"2804","1916 Leon Cadore"
"2805","1916 Marsh Williams"
"2806","1916 Marty McHale"
"2807","1916 Marv Goodwin"
"2808","1916 Mellie Wolfgang"
"2809","1916 Michael Driscoll"
"2810","1916 Mike Cantwell"
"2811","1916 Mike Prendergast"
"2812","1916 Milt Watson"
"2813","1916 Molly Craft"
"2814","1916 Mordecai Brown"
"2815","1916 Murphy Currie"
"2816","1916 Nap Rucker"
"2817","1916 Nick Cullop"
"2818","1916 Otis Lambeth"
"2819","1916 Pat Ragan"
"2820","1916 Paul Carpenter"
"2821","1916 Paul Carter"
"2822","1916 Paul Des Jardien"
"2823","1916 Pete Schneider"
"2824","1916 Pol Perritt"
"2825","1916 Pop-Boy Smith"
"2826","1916 Ralph Stroud"
"2827","1916 Ray Caldwell"
"2828","1916 Ray Fisher"
"2829","1916 Ray Keating"
"2830","1916 Reb Russell"
"2831","1916 Red Ames"
"2832","1916 Red Faber"
"2833","1916 Red Gunkel"
"2834","1916 Red Lanning"
"2835","1916 Rip Hagerman"
"2836","1916 Rube Benton"
"2837","1916 Rube Bressler"
"2838","1916 Rube Foster"
"2839","1916 Rube Marquard"
"2840","1916 Rube Parnham"
"2841","1916 Rube Schauer"
"2842","1916 Sad Sam Jones"
"2843","1916 Sam Rice"
"2844","1916 Scott Perry"
"2845","1916 Sherry Smith"
"2846","1916 Slim Love"
"2847","1916 Slim Sallee"
"2848","1916 Socks Seibold"
"2849","1916 Stan Baumgartner"
"2850","1916 Stan Coveleski"
"2851","1916 Steamboat Williams"
"2852","1916 Tim McCabe"
"2853","1916 Tom Hughes"
"2854","1916 Tom Seaton"
"2855","1916 Tom Sheehan"
"2856","1916 Twink Twining"
"2857","1916 Urban Shocker"
"2858","1916 Vean Gregg"
"2859","1916 Walt Whittaker"
"2860","1916 Walter Johnson"
"2861","1916 Weldon Wyckoff"
"2862","1916 Wheezer Dell"
"2863","1916 Wilbur Cooper"
"2864","1916 Willie Mitchell"
"2865","1917 Ad Swigler"
"2866","1917 Al Demaree"
"2867","1917 Al Gould"
"2868","1917 Al Mamaux"
"2869","1917 Allen Russell"
"2870","1917 Allen Sothoron"
"2871","1917 Art Nehf"
"2872","1917 Babe Ruth"
"2873","1917 Bernie Boland"
"2874","1917 Bert Gallia"
"2875","1917 Bill Doak"
"2876","1917 Bill Evans"
"2877","1917 Bill James"
"2878","1917 Bill Piercy"
"2879","1917 Bob Groom"
"2880","1917 Bob McGraw"
"2881","1917 Bob Shawkey"
"2882","1917 Bob Steele"
"2883","1917 Bruce Hitt"
"2884","1917 Bullet Joe Bush"
"2885","1917 Burleigh Grimes"
"2886","1917 Cal Crum"
"2887","1917 Carl Mays"
"2888","1917 Carl Weilman"
"2889","1917 Carroll Jones"
"2890","1917 Charlie Jamieson"
"2891","1917 Chief Bender"
"2892","1917 Clarence Mitchell"
"2893","1917 Claude Hendrix"
"2894","1917 Cy Falkenberg"
"2895","1917 Dave Danforth"
"2896","1917 Dave Davenport"
"2897","1917 Dave Keefe"
"2898","1917 Dick Rudolph"
"2899","1917 Doc Ayers"
"2900","1917 Doc Waldbauer"
"2901","1917 Dutch Leonard"
"2902","1917 Dutch Ruether"
"2903","1917 Earl Hamilton"
"2904","1917 Ed Klepfer"
"2905","1917 Ed Monroe"
"2906","1917 Ed Reulbach"
"2907","1917 Ed Walsh"
"2908","1917 Eddie Bacon"
"2909","1917 Eddie Cicotte"
"2910","1917 Eddie Plank"
"2911","1917 Ellis Johnson"
"2912","1917 Elmer Jacobs"
"2913","1917 Elmer Knetzer"
"2914","1917 Elmer Myers"
"2915","1917 Elmer Ponder"
"2916","1917 Eppa Rixey"
"2917","1917 Ernie Koob"
"2918","1917 Ernie Shore"
"2919","1917 Erskine Mayer"
"2920","1917 Ferdie Schupp"
"2921","1917 Frank Allen"
"2922","1917 Frank Miller"
"2923","1917 Fred Anderson"
"2924","1917 Fred Toney"
"2925","1917 Fritz Coumbe"
"2926","1917 Gene Packard"
"2927","1917 George Cunningham"
"2928","1917 George Dickerson"
"2929","1917 George Dumont"
"2930","1917 George Kelly"
"2931","1917 George Mogridge"
"2932","1917 George Pearce"
"2933","1917 George Smith"
"2934","1917 Grover Alexander"
"2935","1917 Grover Lowdermilk"
"2936","1917 Guy Morton"
"2937","1917 Hal Carlson"
"2938","1917 Hank Thormahlen"
"2939","1917 Harry Coveleski"
"2940","1917 Harry Harper"
"2941","1917 Harry Weaver"
"2942","1917 Herb Pennock"
"2943","1917 Herman Pillette"
"2944","1917 Hippo Vaughn"
"2945","1917 Hod Eller"
"2946","1917 Hooks Dauss"
"2947","1917 Howard Ehmke"
"2948","1917 Jack Coombs"
"2949","1917 Jack Enright"
"2950","1917 Jack Nabors"
"2951","1917 Jack Scott"
"2952","1917 Jakie May"
"2953","1917 Jeff Pfeffer"
"2954","1917 Jeff Tesreau"
"2955","1917 Jesse Barnes"
"2956","1917 Jim Bagby"
"2957","1917 Jim Middleton"
"2958","1917 Jim Park"
"2959","1917 Jim Scott"
"2960","1917 Jim Shaw"
"2961","1917 Jimmy Lavender"
"2962","1917 Jimmy Ring"
"2963","1917 Jing Johnson"
"2964","1917 Joe Benz"
"2965","1917 Joe Boehling"
"2966","1917 Joe Engel"
"2967","1917 Joe Oeschger"
"2968","1917 Joe Wood"
"2969","1917 John Russell"
"2970","1917 Johnny Couch"
"2971","1917 Johnny Miljus"
"2972","1917 Kewpie Pennington"
"2973","1917 King Bader"
"2974","1917 Larry Cheney"
"2975","1917 Lee Meadows"
"2976","1917 Lefty Tyler"
"2977","1917 Lefty Williams"
"2978","1917 Leon Cadore"
"2979","1917 Lou North"
"2980","1917 Marv Goodwin"
"2981","1917 Mellie Wolfgang"
"2982","1917 Mike Prendergast"
"2983","1917 Mike Regan"
"2984","1917 Milt Watson"
"2985","1917 Molly Craft"
"2986","1917 Neal Brady"
"2987","1917 Nick Cullop"
"2988","1917 Oscar Horstmann"
"2989","1917 Otis Lambeth"
"2990","1917 Pat Ragan"
"2991","1917 Paul Carter"
"2992","1917 Paul Fittery"
"2993","1917 Paul Wachtel"
"2994","1917 Pete Schneider"
"2995","1917 Phil Douglas"
"2996","1917 Pol Perritt"
"2997","1917 Pop-Boy Smith"
"2998","1917 Rasty Wright"
"2999","1917 Ray Caldwell"
"3000","1917 Ray Fisher"
"3001","1917 Reb Russell"
"3002","1917 Red Ames"
"3003","1917 Red Faber"
"3004","1917 Red Hill"
"3005","1917 Red Torkelson"
"3006","1917 Rich Durning"
"3007","1917 Rollie Naylor"
"3008","1917 Roy Sanders"
"3009","1917 Roy Walker"
"3010","1917 Rube Benton"
"3011","1917 Rube Bressler"
"3012","1917 Rube Foster"
"3013","1917 Rube Marquard"
"3014","1917 Rube Parnham"
"3015","1917 Rube Schauer"
"3016","1917 Sad Sam Jones"
"3017","1917 Scott Perry"
"3018","1917 Sherry Smith"
"3019","1917 Slim Love"
"3020","1917 Slim Sallee"
"3021","1917 Socks Seibold"
"3022","1917 Speed Martin"
"3023","1917 Stan Coveleski"
"3024","1917 Tim McCabe"
"3025","1917 Tim Murchison"
"3026","1917 Tom Hughes"
"3027","1917 Tom Rogers"
"3028","1917 Tom Seaton"
"3029","1917 Urban Shocker"
"3030","1917 Vic Aldridge"
"3031","1917 Vince Molyneaux"
"3032","1917 Walt Smallwood"
"3033","1917 Walter Anderson"
"3034","1917 Walter Johnson"
"3035","1917 Weldon Wyckoff"
"3036","1917 Wheezer Dell"
"3037","1917 Wilbur Cooper"
"3038","1917 Willie Mitchell"
"3039","1917 Win Noyes"
"3040","1918 Ad Brennan"
"3041","1918 Al Demaree"
"3042","1918 Al Mamaux"
"3043","1918 Alex Ferguson"
"3044","1918 Alex Main"
"3045","1918 Allen Russell"
"3046","1918 Allen Sothoron"
"3047","1918 Art Nehf"
"3048","1918 Babe Adams"
"3049","1918 Babe Ruth"
"3050","1918 Ben Dyer"
"3051","1918 Ben Tincup"
"3052","1918 Bernie Boland"
"3053","1918 Bert Gallia"
"3054","1918 Bill Bailey"
"3055","1918 Bill Doak"
"3056","1918 Bill Donovan"
"3057","1918 Bill James"
"3058","1918 Bill Pertica"
"3059","1918 Bill Sherdel"
"3060","1918 Bill Upham"
"3061","1918 Bob Geary"
"3062","1918 Bob Groom"
"3063","1918 Bob Harmon"
"3064","1918 Bob McGraw"
"3065","1918 Bob Shawkey"
"3066","1918 Bob Steele"
"3067","1918 Bobby Veach"
"3068","1918 Brad Hogg"
"3069","1918 Buddy Napier"
"3070","1918 Bugs Morris"
"3071","1918 Bullet Joe Bush"
"3072","1918 Bunny Hearn"
"3073","1918 Burleigh Grimes"
"3074","1918 Byron Houck"
"3075","1918 Cal Crum"
"3076","1918 Carl Mays"
"3077","1918 Carmen Hill"
"3078","1918 Carroll Jones"
"3079","1918 Charley Hall"
"3080","1918 Charlie Jamieson"
"3081","1918 Chick Holmes"
"3082","1918 Clarence Mitchell"
"3083","1918 Claude Hendrix"
"3084","1918 Cy Slapnicka"
"3085","1918 Dan Griner"
"3086","1918 Dana Fillingim"
"3087","1918 Dave Danforth"
"3088","1918 Dave Davenport"
"3089","1918 Dazzy Vance"
"3090","1918 Dick McCabe"
"3091","1918 Dick Robertson"
"3092","1918 Dick Rudolph"
"3093","1918 Dixie Davis"
"3094","1918 Doc Ayers"
"3095","1918 Doc Crandall"
"3096","1918 Dolf Luque"
"3097","1918 Dutch Leonard"
"3098","1918 Dutch Ruether"
"3099","1918 Earl Hamilton"
"3100","1918 Earl Howard"
"3101","1918 Earl Yingling"
"3102","1918 Ed Corey"
"3103","1918 Ed Hovlik"
"3104","1918 Ed Konetchy"
"3105","1918 Ed Monroe"
"3106","1918 Eddie Cicotte"
"3107","1918 Eddie Matteson"
"3108","1918 Elmer Jacobs"
"3109","1918 Elmer Myers"
"3110","1918 Eric Erickson"
"3111","1918 Erskine Mayer"
"3112","1918 Ferdie Schupp"
"3113","1918 Frank Fahey"
"3114","1918 Frank Miller"
"3115","1918 Frank Shellenback"
"3116","1918 Frank Woodward"
"3117","1918 Fred Anderson"
"3118","1918 Fred Toney"
"3119","1918 Fritz Coumbe"
"3120","1918 Garland Buckeye"
"3121","1918 Gary Fortune"
"3122","1918 Gene Packard"
"3123","1918 Gene Paulette"
"3124","1918 George Cunningham"
"3125","1918 George Dumont"
"3126","1918 George McQuillan"
"3127","1918 George Mogridge"
"3128","1918 George Ross"
"3129","1918 George Sisler"
"3130","1918 George Smith"
"3131","1918 Grover Alexander"
"3132","1918 Grover Lowdermilk"
"3133","1918 Guy Morton"
"3134","1918 Hal Carlson"
"3135","1918 Hank Robinson"
"3136","1918 Hank Thormahlen"
"3137","1918 Harry Coveleski"
"3138","1918 Harry Harper"
"3139","1918 Harry Heitmann"
"3140","1918 Harry Weaver"
"3141","1918 Herb Hall"
"3142","1918 Hippo Vaughn"
"3143","1918 Hod Eller"
"3144","1918 Hooks Dauss"
"3145","1918 Hugh Canavan"
"3146","1918 Hugh McQuillan"
"3147","1918 Jack Coombs"
"3148","1918 Jack Ogden"
"3149","1918 Jack Quinn"
"3150","1918 Jake Hehl"
"3151","1918 Jake Northrop"
"3152","1918 Jakie May"
"3153","1918 Jean Dubuc"
"3154","1918 Jeff Pfeffer"
"3155","1918 Jeff Tesreau"
"3156","1918 Jesse Barnes"
"3157","1918 Jesse Haines"
"3158","1918 Jim Bagby"
"3159","1918 Jim Shaw"
"3160","1918 Jimmy Ring"
"3161","1918 Joe Benz"
"3162","1918 Joe Oeschger"
"3163","1918 John Russell"
"3164","1918 Johnny Enzmann"
"3165","1918 Joseph Finneran"
"3166","1918 King Bader"
"3167","1918 Larry Cheney"
"3168","1918 Larry Jacobus"
"3169","1918 Lee Meadows"
"3170","1918 Lefty George"
"3171","1918 Lefty Leifield"
"3172","1918 Lefty Tyler"
"3173","1918 Lefty Williams"
"3174","1918 Leon Cadore"
"3175","1918 Lou Bauer"
"3176","1918 Marty Herrmann"
"3177","1918 Mellie Wolfgang"
"3178","1918 Mike Prendergast"
"3179","1918 Mike Regan"
"3180","1918 Milt Watson"
"3181","1918 Molly Craft"
"3182","1918 Mule Watson"
"3183","1918 Nick Altrock"
"3184","1918 Norman Plitt"
"3185","1918 Oscar Horstmann"
"3186","1918 Oscar Tuero"
"3187","1918 Otis Lambeth"
"3188","1918 Pat Ragan"
"3189","1918 Paul Carter"
"3190","1918 Pete Schneider"
"3191","1918 Phil Douglas"
"3192","1918 Pol Perritt"
"3193","1918 Ralph Comstock"
"3194","1918 Rankin Johnson"
"3195","1918 Rasty Wright"
"3196","1918 Ray Caldwell"
"3197","1918 Ray Keating"
"3198","1918 Reb Russell"
"3199","1918 Red Ames"
"3200","1918 Red Causey"
"3201","1918 Red Faber"
"3202","1918 Red Shea"
"3203","1918 Rich Durning"
"3204","1918 Roy Hansen"
"3205","1918 Roy Johnson"
"3206","1918 Roy Mitchell"
"3207","1918 Roy Sanders"
"3208","1918 Roy Walker"
"3209","1918 Roy Wilkinson"
"3210","1918 Rube Benton"
"3211","1918 Rube Bressler"
